,,,Xfinder Recommendations,,,Xfinder Accuracy on Commit/Patch Files,,,,,Maintainer Accuracy on Commit/Patch Files,,,,,Maintainer Accuracy on Commit/Patch Files,,,
173630,zander,pagelayout\KPrPageLayouts.cpp,zachmann staniek,zachmann staniek boemann fmerz dfaure,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,guiutils\KoPageLayoutDialog.cpp,sebsauer nikolaus,zander jaham rempt boemann mpfeiffer buis sebsauer fyanardi mkruisselbrink nikolaus,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,main\KoPageLayout.cpp,zachmann jaham rempt ducroquet,zander rempt jaham zachmann staniek dfaure fmerz psn sebsauer nikolaus,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,tests\TestPageManager.cpp,sebsauer ducroquet,rempt berger nikolaus zachmann zander tamponi girish vkrause jaham page,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,guiutils\KoPageLayoutWidget.cpp,mkruisselbrink sebsauer nikolaus,zander jaham rempt boemann mpfeiffer buis sebsauer fyanardi mkruisselbrink nikolaus,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173630,zander,commands\KWPagePropertiesCommand.cpp,zander mkruisselbrink ducroquet,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,mueller beaulen vkrause ingwa mfranz ereslibre ossi berger piggz mwoehlke,0,0,0,0
173882,jaham,guiutils\KoUniColorChooser.cpp,boemann rempt page,zander jaham rempt boemann mpfeiffer buis sebsauer fyanardi mkruisselbrink nikolaus,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,shape\ChartConfigWidget.cpp,jsimon zander ingwa mlaurent nikolaus,jsimon ingwa nikolaus staniek zander zachmann rempt mkruisselbrink jaham mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,chart\ChartDialog.h,nikolaus,nikolaus jsimon jaham mecir,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,dialogs\GoalSeekDialog.cpp,nikolaus sebsauer mlaurent mecir,nikolaus zander sebsauer ingwa jaham fyanardi girish mkruisselbrink rempt mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,tests\TestStatisticalFunctions.cpp,nikolaus pfau,rempt berger nikolaus zachmann zander tamponi girish vkrause jaham page,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,guiutils\KoEditColorSetDialog.cpp,fyanardi sebsauer jpetso,zander jaham rempt boemann mpfeiffer buis sebsauer fyanardi mkruisselbrink nikolaus,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,ui\kptstandardworktimedialog.cpp,danders,rempt berger danders langkamp nikolaus zander zachmann mkruisselbrink page mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,guiutils\KoEditColorSetDialog.cpp,fyanardi sebsauer jpetso,zander jaham rempt boemann mpfeiffer buis sebsauer fyanardi mkruisselbrink nikolaus,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,shape\ChartTool.cpp,jsimon boemann nikolaus,jsimon ingwa nikolaus staniek zander zachmann rempt mkruisselbrink jaham mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,refinepath\RefinePathPlugin.cpp,jaham,jaham,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
176278,berger,flake\KoImageData.cpp,jaham,zander jaham mpfeiffer zachmann staniek johnflux mueller boemann rempt mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,commands\kis_image_commands.h,rempt,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,flake\KoImageCollection.cpp,zachmann jaham,zander jaham mpfeiffer zachmann staniek johnflux mueller boemann rempt mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,tests\TestImageCollection.cpp,,rempt berger nikolaus zachmann zander tamponi girish vkrause jaham page,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,ui\kis_print_job.cpp,zander berger rempt,rempt berger danders langkamp nikolaus zander zachmann mkruisselbrink page mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,tests\kis_image_test.cpp,rempt,rempt berger nikolaus zachmann zander tamponi girish vkrause jaham page,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,canvas\kis_prescaled_projection.cpp,berger rempt mkruisselbrink,berger rempt mkruisselbrink zander jsimon pstirnweiss langkamp bjacob,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,commands\kis_image_commands.h,rempt,nikolaus jaham mkruisselbrink zander zachmann pstirnweiss sebsauer langkamp mlaurent rempt,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,shape\KritaShape.cpp,zander rempt zachmann berger dfaure sengels,jsimon ingwa nikolaus staniek zander zachmann rempt mkruisselbrink jaham mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,1,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,flake\KoImageData_p.cpp,,zander jaham mpfeiffer zachmann staniek johnflux mueller boemann rempt mlaurent,rempt berger zander jaham nikolaus staniek zachmann sebsauer danders mkruisselbrink,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
,,,,,,28,99,130,144,,60,60,60,60,,40,40,40,40
,,,,,,15.56,55,72.22,80,,33.33,33.33,33.33,33.33,,22.22,22.22,22.22,22.22
