Bug #,Developer that fixed the Bug,LSI Given Relevant File,File Experts,Package Experts,System Experts,File Level,Package Level,System Level,Overall,Listed contacts of maintainers,File Level,Package Level,System Level,Overall,Liste of randomly selected developers from before the alpaha release,File Level,Package Level,System Level,Overall
173882,jaham,guiutils\KoEditColorSetDialog.cpp,,jaham boemann zander nikolaus sebsauer mkruisselbrink rempt fmerz staniek danders ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,1,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,shape\ChartTool.cpp,jsimon boemann nikolaus ,jsimon ingwa nikolaus zander zachmann staniek boemann mlaurent adridg ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,refinepath\RefinePathPlugin.cpp,,,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,0,1,1,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
176278,berger,flake\KoImageData.cpp,jaham,jaham zachmann zander staniek nikolaus boemann mkruisselbrink jsimon rempt clicea ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,commands\kis_image_commands.h,,nikolaus pstirnweiss jaham zander ducroquet zachmann sebsauer mkruisselbrink mlaurent girish ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,flake\KoImageCollection.cpp,zachmann jaham ,jaham zachmann zander staniek nikolaus boemann mkruisselbrink jsimon rempt clicea ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,tests\TestImageCollection.cpp,,nikolaus girish berger rempt zander zachmann ducroquet sebsauer bjacob jsimon ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,ui\kis_print_job.cpp,rempt,rempt danders nikolaus berger langkamp mkruisselbrink flambert zachmann jaham zander ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,tests\kis_image_test.cpp,,nikolaus girish berger rempt zander zachmann ducroquet sebsauer bjacob jsimon ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,canvas\kis_prescaled_projection.cpp,berger rempt mkruisselbrink ,berger rempt mkruisselbrink jsimon pstirnweiss langkamp bjacob ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,1,1,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,commands\kis_image_commands.h,,nikolaus pstirnweiss jaham zander ducroquet zachmann sebsauer mkruisselbrink mlaurent girish ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,shape\KritaShape.cpp,zachmann,jsimon ingwa nikolaus zander zachmann staniek boemann mlaurent adridg ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,flake\KoImageData_p.cpp,,jaham zachmann zander staniek nikolaus boemann mkruisselbrink jsimon rempt clicea ,rempt nikolaus zachmann jaham zander staniek fmerz berger girish villani,0,0,1,1,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
