,,,Xfinder Recommendations,,,Xfinder Accuracy on Commit/Patch Files,,,,,,,,,Maintainer Accuracy on Commit/Patch Files,,,,,Maintainer Accuracy on Commit/Patch Files,,,
173882,jaham,guiutils\KoEditColorSetDialog.cpp, ,sebsauer mkruisselbrink fmerz zander ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,ui\kptstandardworktimedialog.cpp, ,rempt mkruisselbrink danders fmerz fyanardi zander ingwa langkamp berger bjacob ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,guiutils\KoEditColorSetDialog.cpp, ,sebsauer mkruisselbrink fmerz zander ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,shape\ChartTool.cpp, ,jsimon ingwa zachmann ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
173882,jaham,refinepath\RefinePathPlugin.cpp, , ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,1,1,1,1,jsimon dang chehrlic dfaure anagl sitter ilic fmerz menard quique,0,0,0,0
176278,berger,flake\KoImageData.cpp, ,staniek zachmann zander mkruisselbrink jaham clicea nikolaus fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,commands\kis_image_commands.h, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,flake\KoImageCollection.cpp, ,staniek zachmann zander mkruisselbrink jaham clicea nikolaus fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,tests\TestImageCollection.cpp, ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,0,1,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,ui\kis_print_job.cpp, ,rempt mkruisselbrink danders fmerz fyanardi zander ingwa langkamp berger bjacob ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,0,1,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,tests\kis_image_test.cpp, ,girish rempt zander sebsauer bjacob ducroquet zachmann berger sengels ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,0,1,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,canvas\kis_prescaled_projection.cpp,mkruisselbrink ,rempt mkruisselbrink jsimon bjacob berger ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,1,0,1,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,commands\kis_image_commands.h, ,zander sebsauer mkruisselbrink ducroquet girish ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,shape\KritaShape.cpp, ,jsimon ingwa zachmann ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
176278,berger,flake\KoImageData_p.cpp, ,staniek zachmann zander mkruisselbrink jaham clicea nikolaus fmerz ,rempt fmerz girish zander mkruisselbrink staniek zachmann clicea villani sebsauer ,0,0,0,0,,,,,zander zachmann ingwa staniek boud jaham,0,0,0,0,mwoehlke fela jaham dmeltzer ducroquet djarvie boemann lukast dang piggz,0,0,0,0
,,,,,,5,46,60,76,,,,,,60,60,60,60,,40,40,40,40
,,,,,,2.78,25.56,33.33,42.22,,,,,,33.33,33.33,33.33,33.33,,22.22,22.22,22.22,22.22
